User ID,Subscription Type,Monthly Revenue,Country,Age,Gender,Device,Daily_Watch_Time,Subscription_Status
92,Basic,1102,Canada,39,Male,Smart TV,1.8,1
93,Standard,1040,United Kingdom,35,Male,Smartphone,3.3,0
94,Premium,1235,Australia,44,Male,Smartphone,3.5,1
95,Basic,1228,Germany,34,Male,Laptop,2.7,0
96,Premium,1062,France,32,Male,Laptop,1.1,1
97,Basic,1279,Brazil,29,Female,Tablet,3.1,1
98,Standard,1034,Mexico,31,Female,Tablet,3.6,0
99,Standard,1327,Spain,29,Female,Tablet,4.2,1
100,Basic,1196,Italy,35,Male,Laptop,2.6,1
101,Premium,1212,United States,46,Female,Tablet,1.2,1
102,Basic,1145,Canada,31,Male,Tablet,4.3,1
103,Standard,1369,United Kingdom,36,Male,Laptop,4.5,0
104,Premium,1458,Australia,38,Male,Laptop,2.8,1
105,Basic,1005,Germany,46,Female,Laptop,2.3,1
106,Premium,1246,France,49,Female,Tablet,2.3,1
107,Basic,1038,Brazil,29,Female,Smart TV,3.1,1
108,Standard,1170,Mexico,27,Female,Smart TV,4.3,1
109,Standard,1142,Spain,35,Female,Tablet,2.4,1
110,Basic,1291,Italy,37,Female,Laptop,4.5,0
111,Premium,1324,United States,40,Male,Tablet,3.4,1
112,Basic,1454,Canada,33,Female,Laptop,3.9,0
113,Standard,1310,United Kingdom,37,Male,Tablet,3.9,1
114,Premium,1289,Australia,48,Male,Smartphone,4.6,1
115,Basic,1024,Germany,50,Female,Laptop,2.6,1
116,Premium,1400,France,45,Female,Smart TV,2.5,1
117,Basic,1072,Brazil,40,Female,Tablet,1.9,1
118,Standard,1177,Mexico,33,Male,Smartphone,4.4,1
119,Standard,1150,Spain,44,Female,Smartphone,3,1
120,Basic,1499,Italy,30,Female,Smart TV,1.8,1
121,Premium,1272,United States,27,Male,Smart TV,1.4,1
122,Basic,1130,Canada,51,Male,Smart TV,1.2,1
123,Standard,1426,United Kingdom,49,Female,Smartphone,1.6,1
124,Premium,1443,Australia,43,Male,Laptop,1.9,0
125,Basic,1465,Germany,42,Male,Smartphone,1.5,1
126,Premium,1012,France,45,Male,Laptop,2.5,1
127,Basic,1219,Brazil,36,Male,Smartphone,2.9,0
128,Standard,1072,Mexico,48,Male,Smartphone,4.5,1
129,Standard,1078,Spain,38,Male,Smart TV,3.8,1
130,Basic,1412,Italy,43,Female,Tablet,2.6,1
131,Premium,1423,United States,47,Male,Laptop,1.7,1
132,Basic,1440,Canada,48,Female,Smart TV,1.8,1
133,Standard,1020,United Kingdom,47,Male,Smart TV,4.3,0
134,Premium,1242,Australia,32,Male,Tablet,1.8,0
135,Basic,1108,Germany,47,Female,Smart TV,4.5,1
136,Premium,1211,France,41,Female,Smart TV,1.7,1
137,Basic,1497,Brazil,49,Male,Laptop,3.1,1
138,Standard,1438,Mexico,28,Male,Laptop,1,0
139,Standard,1086,Spain,40,Male,Smartphone,5,1
140,Basic,1174,Italy,43,Female,Smartphone,2.9,1
141,Premium,1036,United States,42,Male,Smartphone,3.2,0
142,Basic,1136,Canada,28,Male,Smart TV,2,1
143,Standard,1034,United Kingdom,30,Female,Tablet,1.5,0
144,Premium,1500,Australia,33,Male,Smart TV,2.3,1
145,Basic,1168,Germany,35,Female,Laptop,4,0
146,Basic,1227,France,38,Male,Tablet,4.5,1
147,Basic,1070,Brazil,49,Female,Laptop,2.4,1
148,Standard,1346,Mexico,39,Female,Smartphone,3.6,1
149,Premium,1386,Spain,46,Female,Smart TV,4.2,1
150,Basic,1329,Italy,47,Female,Laptop,1.8,1
151,Basic,1160,United States,30,Female,Laptop,4.1,0
152,Premium,1284,Canada,33,Female,Tablet,4.8,0
153,Standard,1206,United Kingdom,47,Male,Smartphone,2.4,1
154,Standard,1410,Australia,27,Male,Laptop,5,0
155,Basic,1072,Germany,28,Male,Tablet,3.6,0
156,Premium,1348,France,47,Male,Smartphone,4.3,0
157,Standard,1419,Brazil,30,Male,Laptop,3.1,0
158,Basic,1412,Mexico,47,Female,Smartphone,4.9,1
159,Standard,1371,Spain,51,Female,Smart TV,1.8,1
160,Premium,1295,Italy,39,Male,Smartphone,3.3,0
161,Basic,1422,United States,45,Male,Tablet,4.2,0
162,Premium,1146,Canada,31,Male,Laptop,1.6,0
163,Standard,1136,United Kingdom,29,Male,Laptop,3.4,1
164,Basic,1388,Australia,42,Female,Tablet,4,0
165,Standard,1397,Germany,49,Male,Tablet,2.7,1
166,Premium,1285,France,42,Male,Laptop,4.4,0
167,Basic,1435,Brazil,29,Male,Smartphone,2.7,0
168,Standard,1285,Mexico,29,Male,Tablet,1,1
169,Premium,1423,Spain,49,Male,Tablet,2.1,0
170,Basic,1049,Italy,32,Male,Laptop,2.2,0
171,Premium,1055,United States,35,Female,Tablet,4.1,1
172,Basic,1381,Canada,39,Female,Smartphone,2.5,0
173,Standard,1382,United Kingdom,40,Male,Smartphone,3.3,1
174,Standard,1153,Australia,39,Female,Tablet,1.1,1
175,Basic,1140,Germany,47,Female,Laptop,1.5,1
176,Premium,1151,France,37,Female,Smart TV,3.1,1
177,Basic,1045,Brazil,27,Female,Smartphone,2.6,0
178,Standard,1254,Mexico,49,Female,Laptop,3.6,1
179,Premium,1276,Spain,30,Female,Tablet,3.3,1
180,Basic,1301,Italy,36,Male,Laptop,2.5,0
181,Premium,1217,United States,33,Male,Smartphone,1.2,0
182,Basic,1442,Canada,30,Female,Laptop,3.2,0
183,Standard,1483,United Kingdom,36,Female,Tablet,1.3,1
184,Standard,1251,Australia,28,Female,Laptop,2.6,1
185,Basic,1373,Germany,47,Female,Tablet,4.7,1
186,Premium,1100,France,33,Female,Smart TV,4.4,0
187,Basic,1206,Brazil,49,Female,Laptop,4.5,0
188,Standard,1497,Mexico,44,Female,Smart TV,2.4,0
189,Premium,1420,Spain,47,Male,Smart TV,2.9,0
190,Basic,1090,Italy,37,Female,Tablet,1.6,0
191,Premium,1376,United States,46,Male,Laptop,1.9,0
192,Basic,1358,Canada,50,Female,Smartphone,2.5,0
193,Standard,1196,United Kingdom,50,Male,Laptop,1.9,0
194,Standard,1301,Australia,37,Male,Laptop,2.5,0
195,Basic,1233,Germany,50,Female,Smartphone,2.4,1
196,Premium,1375,France,45,Female,Smart TV,3.9,0
197,Basic,1461,Brazil,45,Male,Tablet,1.4,0
198,Standard,1166,Mexico,49,Female,Laptop,4,1
199,Premium,1469,Spain,39,Female,Tablet,3.6,1
200,Basic,1344,Italy,45,Female,Tablet,3.9,1
201,Premium,1323,United States,49,Female,Smart TV,3.6,1
202,Basic,1187,Canada,31,Female,Tablet,2.9,0
203,Standard,1139,United Kingdom,42,Female,Smart TV,4.1,1
204,Standard,1018,Australia,37,Male,Smartphone,4.8,1
205,Basic,1387,Germany,30,Male,Smart TV,1,1
206,Premium,1293,France,40,Male,Smartphone,1.3,1
207,Basic,1279,Brazil,45,Female,Smartphone,1,1
208,Standard,1030,Mexico,36,Female,Tablet,4.8,0
209,Premium,1048,Spain,41,Male,Laptop,3.5,0
210,Basic,1364,Italy,49,Female,Laptop,2.2,0
211,Premium,1393,United States,40,Male,Tablet,3,0
212,Basic,1014,Canada,36,Male,Smart TV,4,1
213,Standard,1080,United Kingdom,49,Female,Smart TV,1.5,0
214,Standard,1453,Australia,43,Female,Laptop,5,0
215,Basic,1216,Germany,50,Female,Smartphone,4.1,1
216,Premium,1495,France,51,Female,Smart TV,1.9,1
217,Basic,1190,Brazil,44,Male,Smart TV,3.8,1
218,Standard,1465,Mexico,27,Male,Tablet,4,0
219,Premium,1034,Spain,46,Female,Smartphone,4,0
220,Basic,1220,Italy,29,Male,Tablet,1.4,1
221,Basic,1298,United States,47,Male,Smartphone,2.8,0
222,Basic,1124,Canada,48,Female,Smartphone,5,1
223,Standard,1249,United Kingdom,34,Female,Smartphone,3.5,1
224,Premium,1184,Australia,40,Female,Smartphone,1.7,0
225,Basic,1407,Germany,48,Female,Smartphone,4,0
226,Basic,1100,France,35,Male,Smartphone,2,1
227,Premium,1348,Brazil,51,Female,Smartphone,3.9,1
228,Standard,1240,Mexico,39,Male,Smart TV,2.6,0
229,Standard,1349,Spain,29,Male,Smartphone,4.4,1
230,Basic,1018,Italy,51,Male,Laptop,1.7,0
231,Premium,1140,United States,43,Male,Smartphone,2,0
232,Standard,1331,Canada,28,Male,Smartphone,1.4,1
233,Basic,1036,United Kingdom,50,Female,Smart TV,3.3,1
234,Standard,1134,Australia,44,Female,Laptop,4,1
235,Premium,1362,Germany,50,Male,Laptop,3.9,1
236,Basic,1261,France,39,Female,Smartphone,2.1,0
237,Premium,1318,Brazil,46,Female,Tablet,3.1,1
238,Standard,1059,Mexico,48,Male,Smartphone,2.1,0
239,Basic,1025,Spain,38,Male,Smart TV,3.3,1
240,Standard,1127,Italy,38,Male,Smartphone,4.1,1
241,Premium,1196,United States,47,Male,Laptop,1.1,1
242,Basic,1081,Canada,37,Male,Laptop,2.2,0
243,Standard,1311,United Kingdom,33,Male,Laptop,2.6,1
244,Premium,1157,Australia,28,Male,Smartphone,4.5,1
245,Basic,1463,Germany,47,Male,Smart TV,4.9,1
246,Premium,1450,France,38,Female,Smartphone,4.2,1
247,Basic,1256,Brazil,27,Male,Smart TV,4.8,0
248,Standard,1210,Mexico,34,Male,Smartphone,5,0
249,Standard,1380,Spain,42,Female,Smartphone,1.7,1
250,Basic,1261,Italy,28,Male,Laptop,3.9,1
251,Premium,1348,United States,30,Male,Laptop,3.1,0
252,Basic,1424,Canada,38,Female,Smartphone,2.1,0
253,Standard,1113,United Kingdom,45,Female,Tablet,4,0
254,Premium,1097,Australia,48,Female,Smart TV,3.2,1
255,Basic,1013,Germany,46,Female,Smart TV,4.8,1
256,Premium,1074,France,34,Male,Tablet,3.6,0
257,Basic,1354,Brazil,46,Male,Laptop,1,0
258,Standard,1227,Mexico,41,Female,Smartphone,3.3,0
259,Standard,1137,Spain,28,Male,Smartphone,4.2,1
260,Basic,1117,Italy,27,Female,Smartphone,3.4,0
261,Premium,1460,United States,27,Female,Smart TV,2.1,0
262,Basic,1161,Canada,28,Female,Tablet,2.1,0
263,Standard,1332,United Kingdom,46,Male,Smartphone,1.1,1
264,Premium,1114,Australia,51,Male,Smartphone,2.5,1
265,Basic,1370,Germany,32,Female,Smart TV,3.4,0
266,Premium,1325,France,44,Male,Tablet,1.3,1
267,Basic,1238,Brazil,44,Female,Laptop,4.1,1
268,Standard,1208,Mexico,34,Female,Smart TV,2.4,1
269,Standard,1156,Spain,29,Female,Laptop,1.8,0
270,Basic,1441,Italy,47,Male,Smart TV,2.9,0
271,Premium,1126,United States,41,Male,Laptop,1.9,0
272,Basic,1064,Canada,36,Female,Smartphone,4.2,0
273,Standard,1417,United Kingdom,28,Female,Laptop,3.9,0
274,Premium,1084,Australia,27,Female,Tablet,4.4,1
275,Basic,1315,Germany,34,Female,Laptop,1.7,1
276,Premium,1402,France,34,Female,Smart TV,4.7,0
277,Basic,1276,Brazil,37,Female,Tablet,3.2,1
278,Standard,1131,Mexico,34,Female,Laptop,4.2,0
279,Standard,1042,Spain,50,Female,Laptop,2.2,1
280,Basic,1080,Italy,34,Female,Laptop,2,1
281,Premium,1305,United States,33,Female,Smart TV,1.4,1
282,Basic,1013,Canada,33,Male,Smart TV,1.8,1
283,Standard,1053,United Kingdom,46,Male,Smartphone,3.5,1
284,Premium,1434,Australia,39,Female,Smartphone,1.8,0
285,Basic,1326,Germany,42,Female,Laptop,1.2,1
286,Premium,1423,France,50,Female,Laptop,4.4,0
287,Basic,1067,Brazil,43,Male,Smartphone,4.6,1
288,Standard,1435,Mexico,51,Male,Smart TV,2.4,0
289,Standard,1153,Spain,34,Female,Smart TV,2.2,1
290,Basic,1266,Italy,48,Male,Smartphone,1.5,1
291,Premium,1214,United States,29,Female,Tablet,2.8,1
292,Basic,1173,Canada,43,Female,Laptop,2.7,0
293,Standard,1494,United Kingdom,39,Female,Laptop,2.7,0
294,Premium,1499,Australia,50,Male,Laptop,2.2,1
295,Basic,1488,Germany,45,Male,Laptop,2.6,0
296,Basic,1007,France,48,Female,Tablet,3.9,0
297,Basic,1151,Brazil,40,Male,Smartphone,2.3,0
298,Standard,1238,Mexico,41,Male,Tablet,4.3,1
299,Premium,1426,Spain,27,Male,Smartphone,1.2,0
300,Basic,1238,Italy,36,Male,Laptop,2.2,1
301,Basic,1287,United States,36,Female,Laptop,1.6,0
302,Premium,1401,Canada,44,Male,Tablet,4.5,1
303,Standard,1108,United Kingdom,45,Male,Tablet,1.9,1
304,Standard,1217,Australia,33,Female,Smartphone,4.2,1
305,Basic,1448,Germany,47,Male,Smart TV,2.4,0
306,Premium,1199,France,45,Male,Tablet,4.1,0
307,Standard,1194,Brazil,29,Female,Smart TV,1.8,0
308,Basic,1079,Mexico,31,Male,Smart TV,3.3,0
309,Standard,1332,Spain,31,Male,Smartphone,2.5,0
310,Premium,1300,Italy,49,Female,Smartphone,1.4,1
311,Basic,1346,United States,29,Female,Smartphone,4.1,0
312,Premium,1302,Canada,50,Male,Laptop,1.1,0
313,Standard,1207,United Kingdom,36,Female,Laptop,4.7,1
314,Basic,1049,Australia,28,Male,Laptop,4.1,1
315,Standard,1139,Germany,47,Female,Smart TV,1.6,0
316,Premium,1074,France,50,Female,Laptop,3,1
317,Basic,1062,Brazil,44,Female,Tablet,2.6,0
318,Standard,1084,Mexico,39,Female,Laptop,1.8,0
319,Premium,1221,Spain,32,Female,Smartphone,3.7,0
320,Basic,1375,Italy,30,Female,Laptop,4.7,0
321,Premium,1098,United States,33,Female,Smartphone,3.6,1
322,Basic,1411,Canada,44,Male,Smartphone,1.1,1
323,Standard,1488,United Kingdom,40,Male,Smartphone,4.1,0
324,Standard,1142,Australia,32,Male,Tablet,1,1
325,Basic,1133,Germany,32,Male,Tablet,1.9,1
326,Premium,1262,France,30,Male,Smartphone,4.7,0
327,Basic,1405,Brazil,32,Female,Smartphone,1,1
328,Standard,1257,Mexico,45,Female,Tablet,3,1
329,Premium,1137,Spain,35,Female,Smart TV,4.5,0
330,Basic,1473,Italy,40,Female,Smart TV,2.3,0
331,Premium,1341,United States,29,Female,Tablet,4.3,1
332,Basic,1459,Canada,31,Male,Tablet,4.8,0
333,Standard,1232,United Kingdom,43,Female,Smart TV,1,0
334,Standard,1276,Australia,34,Male,Smart TV,4.6,0
335,Basic,1347,Germany,47,Female,Tablet,1.8,1
336,Premium,1242,France,35,Male,Laptop,1.5,1
337,Basic,1262,Brazil,36,Male,Laptop,3.2,0
338,Standard,1118,Mexico,33,Male,Tablet,1.8,0
339,Premium,1457,Spain,30,Female,Laptop,2.5,1
340,Basic,1020,Italy,44,Female,Smartphone,4.5,1
341,Premium,1216,United States,44,Female,Laptop,3,1
342,Basic,1266,Canada,41,Female,Laptop,2,0
343,Standard,1244,United Kingdom,46,Male,Smart TV,4.3,1
344,Standard,1362,Australia,42,Female,Smartphone,1.3,1
345,Basic,1340,Germany,48,Female,Smart TV,4.9,0
346,Premium,1398,France,37,Male,Tablet,4.9,0
347,Basic,1208,Brazil,29,Male,Smartphone,1,1
348,Standard,1249,Mexico,30,Male,Smart TV,4,1
349,Premium,1369,Spain,28,Male,Smartphone,3.8,0
350,Basic,1048,Italy,44,Female,Smartphone,3.6,0
351,Premium,1090,United States,34,Female,Smart TV,1,0
352,Basic,1280,Canada,38,Male,Laptop,2.5,0
353,Standard,1262,United Kingdom,34,Female,Smartphone,1.7,0
354,Standard,1387,Australia,40,Female,Laptop,1.2,0
355,Basic,1001,Germany,32,Female,Tablet,2,0
356,Premium,1468,France,38,Male,Smart TV,4.7,1
357,Basic,1112,Brazil,39,Male,Smartphone,1.2,1
358,Standard,1466,Mexico,34,Female,Smart TV,3.2,0
359,Premium,1416,Spain,41,Male,Smartphone,1.3,1
360,Basic,1091,Italy,43,Female,Tablet,3.6,0
361,Premium,1017,United States,36,Female,Laptop,2.9,0
362,Basic,1164,Canada,31,Male,Laptop,4,0
363,Standard,1483,United Kingdom,47,Female,Smart TV,3.1,0
364,Standard,1295,Australia,48,Male,Smart TV,2.2,1
365,Basic,1030,Germany,36,Male,Laptop,2,0
366,Premium,1069,France,41,Male,Smart TV,3.1,1
367,Basic,1320,Brazil,32,Male,Laptop,1.8,1
368,Standard,1181,Mexico,28,Male,Smartphone,3,0
369,Premium,1132,Spain,46,Female,Smartphone,2.7,1
370,Basic,1272,Italy,46,Female,Smartphone,2.4,0
371,Basic,1200,United States,47,Male,Tablet,2.4,1
372,Basic,1248,Canada,31,Female,Tablet,1,0
373,Standard,1146,United Kingdom,44,Female,Tablet,4.3,1
374,Premium,1417,Australia,39,Female,Laptop,1.2,1
375,Basic,1474,Germany,44,Female,Laptop,4.4,0
376,Basic,1171,France,39,Female,Smartphone,2.4,0
377,Premium,1424,Brazil,37,Male,Laptop,4.1,0
378,Standard,1381,Mexico,47,Female,Laptop,3.2,1
379,Standard,1473,Spain,46,Female,Smart TV,2.6,1
380,Basic,1186,Italy,27,Female,Smart TV,1.7,1
381,Premium,1174,United States,43,Female,Laptop,2.5,0
382,Standard,1070,Canada,51,Male,Smart TV,4.8,0
383,Basic,1024,United Kingdom,49,Male,Smart TV,3.3,0
384,Standard,1217,Australia,35,Female,Smartphone,4.8,0
385,Premium,1434,Germany,44,Male,Smartphone,3.1,1
386,Basic,1440,France,48,Male,Tablet,1.2,0
387,Premium,1162,Brazil,39,Female,Tablet,1.7,0
388,Standard,1325,Mexico,38,Male,Laptop,2.2,0
389,Basic,1217,Spain,45,Male,Smart TV,4.5,0
390,Standard,1342,Italy,43,Female,Laptop,2.7,0
391,Premium,1392,United States,42,Male,Laptop,4.2,1
392,Basic,1188,Canada,28,Male,Smart TV,2.1,1
393,Standard,1273,United Kingdom,40,Male,Tablet,1.5,1
394,Premium,1053,Australia,41,Female,Tablet,3.5,1
395,Basic,1166,Germany,45,Female,Laptop,3.9,0
396,Premium,1414,France,30,Female,Smartphone,3.4,1
397,Basic,1160,Brazil,31,Female,Smartphone,3.8,1
398,Standard,1292,Mexico,51,Female,Tablet,4.2,0
399,Standard,1248,Spain,44,Female,Smartphone,4,1
400,Basic,1237,Italy,49,Male,Laptop,3,0
401,Premium,1336,United States,47,Female,Laptop,4,1
402,Basic,1176,Canada,42,Male,Smartphone,4.9,0
403,Standard,1296,United Kingdom,28,Male,Smartphone,1.1,0
404,Premium,1381,Australia,28,Male,Smartphone,2.5,1
405,Basic,1416,Germany,49,Female,Tablet,4.5,1
406,Premium,1059,France,32,Female,Smartphone,2.8,0
407,Basic,1297,Brazil,37,Female,Tablet,3.6,0
408,Standard,1295,Mexico,37,Female,Tablet,4,1
409,Standard,1188,Spain,37,Male,Smartphone,4.2,0
410,Basic,1500,Italy,37,Male,Smart TV,2.5,1
411,Premium,1497,United States,48,Female,Tablet,4.4,0
412,Basic,1117,Canada,47,Male,Laptop,1.9,0
413,Standard,1074,United Kingdom,41,Female,Smartphone,4.8,0
414,Premium,1280,Australia,47,Female,Laptop,3.8,0
415,Basic,1171,Germany,39,Female,Smartphone,2.1,1
416,Premium,1067,France,28,Male,Tablet,2.1,0
417,Basic,1484,Brazil,31,Male,Smart TV,2.3,1
418,Standard,1317,Mexico,47,Female,Smart TV,3.2,0
419,Standard,1334,Spain,27,Female,Laptop,1.6,1
420,Basic,1376,Italy,28,Male,Laptop,1.9,0
421,Premium,1311,United States,33,Male,Tablet,3.9,0
422,Basic,1493,Canada,29,Female,Tablet,1.8,1
423,Standard,1414,United Kingdom,41,Male,Smartphone,4.8,0
424,Premium,1239,Australia,28,Female,Tablet,3.6,1
425,Basic,1369,Germany,38,Male,Tablet,2.2,1
426,Premium,1019,France,35,Male,Laptop,3.6,1
427,Basic,1202,Brazil,51,Male,Smart TV,2.6,0
428,Standard,1398,Mexico,45,Male,Smartphone,4.1,0
429,Standard,1010,Spain,51,Male,Laptop,2.3,0
430,Basic,1267,Italy,46,Female,Smart TV,2.9,1
431,Premium,1410,United States,28,Male,Smart TV,2.8,0
432,Basic,1458,Canada,46,Female,Smart TV,1.6,1
433,Standard,1197,United Kingdom,46,Female,Smartphone,3.4,1
434,Premium,1172,Australia,32,Female,Laptop,1.8,1
435,Basic,1435,Germany,39,Female,Smart TV,5,0
436,Premium,1315,France,41,Female,Smartphone,3.9,0
437,Basic,1110,Brazil,47,Male,Smart TV,3.9,1
438,Standard,1337,Mexico,35,Male,Smart TV,4.1,0
439,Standard,1449,Spain,37,Female,Smart TV,2.2,0
440,Basic,1333,Italy,47,Male,Tablet,4.1,0
441,Premium,1237,United States,48,Female,Laptop,1.8,1
442,Basic,1448,Canada,30,Female,Laptop,4.3,1
443,Standard,1374,United Kingdom,36,Male,Smart TV,4.9,1
444,Premium,1079,Australia,50,Female,Smartphone,2.9,1
445,Basic,1327,Germany,41,Male,Tablet,4.1,0
446,Basic,1256,France,46,Female,Smartphone,2.3,0
447,Basic,1234,Brazil,36,Female,Laptop,4.5,0
448,Standard,1042,Mexico,48,Male,Tablet,2.8,0
449,Premium,1432,Spain,37,Female,Laptop,3,0
450,Basic,1152,Italy,49,Male,Laptop,5,1
451,Basic,1240,United States,31,Female,Laptop,1,1
452,Premium,1486,Canada,42,Female,Laptop,2.1,0
453,Standard,1186,United Kingdom,45,Female,Tablet,1.4,0
454,Standard,1371,Australia,51,Female,Tablet,4.6,0
455,Basic,1072,Germany,31,Female,Smart TV,1,0
456,Premium,1140,France,41,Male,Tablet,3.2,1
457,Standard,1198,Brazil,40,Male,Smart TV,2.1,1
458,Basic,1433,Mexico,27,Male,Tablet,1.4,0
459,Standard,1072,Spain,46,Female,Tablet,1.3,0
460,Premium,1259,Italy,30,Female,Smart TV,4.7,1
461,Basic,1276,United States,37,Male,Smart TV,4.3,1
462,Premium,1394,Canada,45,Male,Smartphone,3.1,0
463,Standard,1013,United Kingdom,40,Male,Smart TV,2.5,1
464,Basic,1423,Australia,45,Male,Laptop,1.2,0
465,Standard,1017,Germany,34,Male,Laptop,1.4,0
466,Premium,1321,France,33,Male,Laptop,1.6,1
467,Basic,1366,Brazil,47,Female,Laptop,4,0
468,Standard,1144,Mexico,32,Male,Smart TV,1.6,1
469,Premium,1106,Spain,41,Female,Tablet,3.3,1
470,Basic,1266,Italy,31,Female,Tablet,2.7,1
471,Premium,1308,United States,43,Male,Tablet,1.6,0
472,Basic,1008,Canada,32,Female,Tablet,2,0
